id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
938,10,49,,,What do you think on hearing this talk? I desire to train My intermediaries in this.,kono hanashi nanto omote kiite iru   kore toritsugi ni shikomitai no ya,このはなしなんとをもふてきいている,これとりつぎにしこみたいのや,この話何と思うて聞いて居る   これ取次に仕込みたいのや,"What do you think on hearing this talk? I desire to teach this to the toritsugi, My mediators."
939,10,50,,,All that Tsukihi desires is to have the whole world know the origin of human beings.,dono yona koto o Tsukihi no omou niwa   ningen moto o kore sekaiju e,どのよふな事を月日のをもうにハ,にんけんもとをこれせかゑぢうへ,どの様な事を月日の思うには   人間元をこれ世界中へ,"You may wonder what I, Tsukihi, am intending. I desire to teach the origin of human beings to all people of the world."
940,10,51,,,"If this truth becomes quickly known to all humankind, My talks will be understood.",hayabaya to kono shinjitsu o ichiretsu ni   shirashitaru nara hanashi wakaru de,はや／＼とこのしんちつを一れつに,しらしたるならはなしハかるで,早々とこの真実を一列に   知らしたるなら話分かるで,"If I make this truth quickly known to all mankind, they shall come to understand My words clearly."
941,10,52,,,"No matter how I strive to explain My teachings, unless I teach you the origin...",ika hodoni hanashi o toite kikashitemo   moto o shirashite okan koto niwa,いかほどにはなしをといてきかしても,もとをしらしてをかん事にハ,如何程に話を説いて聞かしても   元を知らして置かん事には,"However repeatedly I may teach you the truth, unless I let you know the origin,"
942,10,53,,,"If only I have taught you the origin clearly, you will understand everything I say.",moto saika shikkari yute oita nara   nani o yutemo mina kikiwakeru,もとさいかしいかりゆうてをいたなら,なにをゆうてもみなきゝハける,元さいか確り言うて置いたなら   何を言うても皆聞き分ける,"If only I teach you the origin clearly, then you shall come to understand everything whatever I may say."
943,10,54,1,,"The earth and heaven of this world is your real Parent. Out of this, human beings were born.",kono yo no jii to ten towa jitsu no Oya   soreyori deketa ningen de aru,このよふのぢいと天とハぢつのをや,それよりでけたにんけんである,この世の地と天とは実の親   それより出来た人間で有る,The earth and heaven of this world is your real Parent. From this bosom human beings were born.
944,10,55,,,"From now on, I shall tell you solely of things unknown to both Kara and Nihon. Listen closely!",korekara wa kara mo nihon mo shiran koto   bakari yu zo ya shikato kiku nari,これからハからもにほんもしらん事,ばかりゆうぞやしかときくなり,これからは唐も日本も知らぬ事   ばかり言うぞや確と聞くなり,From now on I will tell you solely things which were unknown to both those who understand My teachings early and those who shall understand My teachings later. Listen attentively to My words!
945,10,56,,,I wish to train you all in everything so that you need not say that you do not know.,dono yona koto mo shiran to yuwan yo   mina ichiretsu ni shikomitai kara,どのよふな事もしらんとゆハんよふ,みな一れつにしこみたいから,どの様な事も知らんと言わん様   皆一列に仕込みたいから,"I desire to teach any and everything to all of you equally, lest in the future you should say that you do not know anything."
946,10,57,,,"Day after day, the concern in the mind of Tsukihi is the innermost hearts of a great number of people.",nichinichi ni Tsukihi no kokoro omou niwa   oku no hito no mune no uchi oba,にち／＼に月日の心をもうにわ,をゝくの人のむねのうちをば,日々に月日の心思うには   多くの人の胸の内をば,"Day after day, the mind of Tsukihi desires to purify the innermost hearts of a great number of people."
947,10,58,,,How can I have you understand My mind? I so desire that your minds be purified quickly.,kono kokoro doshita naraba wakaru yara   dodo hayaku ni kore o waketai,この心どふしたならばわかるやら,どふどはやくにこれをわけたい,この心どうしたならば分かるやら   どうぞ早くにこれを分けたい,How can I purify these minds? I desire earnestly to make these hearts clean quickly.
948,10,59,,,"When all the world is truly purified from the innermost heart, it will be Tsukihi's delight.",sekaiju shinjitsu yori mo mune no uchi   wakarita naraba Tsukihi tanoshimi,せかいぢうしんぢつよりもむねのうち,わかりたならば月日たのしみ,世界中真実よりも胸の内   分かりたならば月日楽しみ,"When people of the whole world become truly clean from their innermost hearts, I, Tsukihi, will be delighted."
949,10,60,,,"When all humankind is purified from the innermost heart, Tsukihi will, then,",sorekara wa ichiretsu naru no mune no uchi   wakarita naraba Tsukihi soreyori,それからハ一れつなるのむねのうち,わかりたならば月日それより,それからは一列なるの胸の内   分かりたならば月日それより,"When the innermost hearts of all mankind become clean, then I, Tsukihi, will begin My work."
950,10,61,,,"Make your minds spirited step by step and day by day, and teach joyousness to all of you.",dandan to nichinichi kokoro isame kake   yokizukume o mina ni oshiete,だん／＼とにち／＼心いさめかけ,よふきづくめをみなにをしへて,段々と日々心勇め掛け   陽気ずくめを皆に教えて,"Day by day and step by step, I will make your mind cheerful and will teach all of you a life full of joy."
951,10,62,,,"When the innermost hearts of a great number of people all over the world have been purified,",sekaiju oku no hito no mune no uchi   mina sumashitaru koto de aru nara,せかいぢうをふくの人のむねのうち,みなすましたる事であるなら,世界中多くの人の胸の内   皆澄ましたる事で有るなら,"When I have purified the innermost hearts of a great number of people in the whole world,"
952,10,63,,,"Then the mind of Tsukihi will spring forth spiritedly, and I shall teach you everything about all matters.",soreyori mo Tsukihi no kokoro isami dete   donna koto demo mina oshieru de,それよりも月日の心いさみでゝ,どんな事でもみなをしゑるで,それよりも月日の心勇み出て   どんな事でも皆教えるで,Then the mind of Tsukihi shall spring forth cheerfully and teach any and everything to all of you.
953,10,64,,,Tsukihi desires to teach the truth of everything to all humankind equally.,dono yona koto demo Tsukihi shinjitsu ni   mina ichiretsu ni oshietai no ya,とのような事でも月日しんぢつに,みな一れつにをしゑたいのや,どの様な事でも月日真実に   皆一列に教えたいのや,"Truly I, Tsukihi, desire to teach any and everything to all of you equally."
954,10,65,,,Tsukihi desires you to have a sincere mind because I wish to train you in all matters.,shinjitsu no kokoro ga hoshii Tsukihi niwa   donna koto demo shikomitai kara,しんぢつの心がほしい月日にわ,どんな事でもしこみたいから,真実の心が欲しい月日には   どんな事でも仕込みたいから,"I, Tsukihi, desire the true sincerity of your mind, because I desire to teach any and everything to you."
955,10,66,,,In what do you think I wish to train you by this talk? For the countless courses of paths from now on.,kono hanashi nani o shikomu to omou kana   korekara saki no yorozu michisuji,このはなしなにをしこむとをもうかな,これからさきのよろづみちすじ,この話何を仕込むと思うかな   これから先の万道筋,What do you think I am going to teach? I will teach you any and every way you may take in the future.
956,10,67,,,"Until today, you have not been able to see anything. But when the time draws near, things will be seen naturally.",kyomade wa nani yono koto mo mienedomo   hi ga chikazukeba hitori mieru de,けふまてハなによの事もみへねども,ひがちかづけばひとりみへるで,今日迄は何よの事も見えねども   日が近付けば独り見えるで,"Until today nothing has really appeared. But when the day comes near, everything shall naturally come into your sight."
957,10,68,,,Do not think of anything as an illness. Everything is the care of Tsukihi.,dono yona koto mo yamai to omouna yo   nanika yorozu wa Tsukihi teiri ya,とのよふな事もやまいとをもうなよ,なにかよろづハ月日ていりや,どの様な事も病と思うなよ   何か万は月日手入りや,"Never take it for an illness, whatever disorder you may suffer! Any and everything is the putting-in of the hand of Tsukihi."
958,10,69,,,"As the mind of Tsukihi hastens day after day, there is no knowing what I am preparing.",Tsukihi yori nichinichi kokoro sekikonde   donna moyo o suru ya shiren de,月日よりにち／＼心せきこんで,どんなもよふをするやしれんで,月日より日々心急き込んで   どんな模様をするや知れんで,"As the mind of Tsukihi hastens impatiently day by day, there is no knowing whatever kinds of arrangements shall be made."
959,10,70,,,You may not know what My hastening is about. It is solely about the preparations for the Kanrodai.,sekikomi mo nanino koto yara shiromai na   Kanrodai no moyo bakari o,せきこみもなにの事やらしろまいな,かんろふだいのもよふばかりを,急き込みも何の事やら知ろまいな   甘露台の模様ばかりを,Perhaps you do not know what I hasten to do. I single-heartedly hasten arrangements for setting up the Kanrodai.
960,10,71,,,"In your days, if a disorder comes to the body, know that it is the care of Tsukihi.",nichinichi ni minouchi sawari tsuita nara   kore wa Tsukihi no teiri naru ka yo,にち／＼にみのうちさハりついたなら,これハ月日のていりなるかよ,日々に身の内障り付いたなら   これは月日の手入りなるかよ,"In case you feel disorder in your body, you must understand that it is nothing but the putting-in of the hand of Tsukihi."
961,10,72,,,"Looking throughout the world step by step, I feel pity for you, so I desire to make changes.",dandan to misumasu tokoro sekaiju   kinodoku na kara monku kaetai,だん／＼とみすますところせかいぢう,きのどくなからもんくかへたい,段々と見澄ます所世界中   気の毒なから文句変えたい,"Looking through the whole world step by step, I find all people living a pitiful life. So I am determined to change the state of the human world."
962,10,73,,,"Ponder: whatever is said by mouth, if there is no sure proof, it will not do.",shiyan seyo kuchi de nani goto yuta tote   tashikana shoko nakuba ikan de,しやんせよくちでなに事ゆうたとて,たしかなしよこなくばいかんで,思案せよ口で何事言うたとて   確かな証拠無くばいかんで,"Ponder over it! Whatever I may say by mouth, if there is no sure evidence, no one will be able to believe it."
963,10,74,,,This is proof: Tsukihi has entered this body and gives directions freely and unlimitedly.,Tsukihi yori tainai yori mo irikonde   juyojizai no sashizu shoko ya,月日よりたいないよりも入こんで,ぢうよぢざいのさしずしよこや,月日より体内よりも入り込んで   自由自在の指図証拠や,"I, Tsukihi, have entered into this body and give indication freely and unrestrictedly. This is the sure evidence."
964,10,75,,,"Because of this, I begin things, speaking solely about that which has never existed anywhere.",soreyue ni imamade doko ni nai koto o   bakari yuute hajime kakeru de,それゆへにいまゝでどこにない事を,ばかりゆううてはじめかけるで,それ故に今迄何処に無い事を   ばかり言うて初め掛けるで,"Therefore I will begin My work, solely speaking of what has never existed before in any place."
965,10,76,,,"Though I speak solely about things which have never existed, they are all the teachings of Tsukihi.",imamade mo nai koto bakari yu no mo na   kore mo Tsukihi no mina oshie ya de,いまゝでもない事ばかりゆうのもな,これも月日のみなをしへやで,今迄も無い事ばかり言うのもな   これも月日の皆教えやで,I am going to tell you everything which has never existed before. But it is all the teachings of Tsukihi.
966,10,77,,,The matter of the Kanrodai at this time is also that which has been unknown before.,konotabi no Kanrodai to yu no mo na   kore mo imamade shiran koto ya de,このたびのかんろふだいとゆうのもな,これもいまゝでしらん事やで,この度の甘露台と言うのもな   これも今迄知らん事やで,This time I hasten to set up the Kanrodai. This also you have never known before.
967,10,78,,,"Whatever is said, it is all by Tsukihi. I speak because I desire to teach you things unknown.",dono yona koto o yu no mo mina Tsukihi   shiran koto oba oshietai kara,どのよふな事をゆうのもみな月日,しらん事をばをしゑたいから,どの様な事を言うのも皆月日   知らん事をば教えたいから,"It is all I, Tsukihi, who speak of whatever kinds of things. I desire to teach you things which you have never known before."
968,10,79,,,That I place the Kanrodai in this Residence is the proof that I began human beings.,kono yashiki Kanrodai o sueru no wa   ningen hajime kaketa shoko,このやしきかんろふだいをすへるのハ,にんけんはじめかけたしよこふ,この屋敷甘露台を据えるのは   人間初め掛けた証拠,That I am going to set up the Kanrodai in this Residence is the evidence of the creation of human beings.
969,10,80,,,"Beginning everything in this way, I shall purify the minds of the whole world.",nani goto mo mina kono tori hajime kake   sekaiju no kokoro sumasuru,なに事もみなこのとふりはちめかけ,せかいぢううの心すまする,何事も皆この通り初め掛け   世界中の心澄まする,"Beginning everything in this way, I will purify the minds of people of the whole world."
970,10,81,,,"Day by day, I shall make every effort solely for the preparations to make everyone in the world spirited.",nichinichi ni nandemo sekai ichiretsu o   isameru moyo bakari suru zo ya,にち／＼になんでもせかい一れつを,いさめるもよふばかりするぞや,日々に何でも世界一列を   勇める模様ばかりするぞや,Day by day by all means I will solely arrange to cheer up the minds of people of the whole world equally.
971,10,82,,,"As the minds of the world are spirited step by step, the growth of all crops, also, will be spirited.",dandan to sekai no kokoro isamu nara   ryuke morotomo mina isami deru,だん／＼とせかいの心いさむなら,りうけもろともみないさみでる,段々と世界の心勇むなら   立毛諸共皆勇み出る,"When step by step the minds of all people become cheered up, accordingly all harvests shall spring forth cheerfully."
972,10,83,,,"To explain how these minds are to be spirited: Tsukihi will go forth, taking My workers along.",kono kokoro doshite isamu koto naraba   Tsukihi ninsoku tsurete deru zo ya,この心どふしていさむ事ならば,月日にんそくつれてゞるぞや,この心どうして勇む事ならば   月日人足連れて出るぞや,You may wonder how I can make these minds cheerful. I will go forth bringing My workers with Me.
973,10,84,,,"Until then, you will all hear of various things here and there and one after another.",soremade ni atchi kotchi to dono yona   hanashi dandan mina kiku de aro,それまでにあゝちこふちとどのよふな,はなしだん／＼みなきくであろ,それ迄にあっちこっちとどの様な   話段々皆聞くで有ろう,Until then you shall hear whatever kind of news here and there one by one.
974,10,85,,,"Whatever you hear, I told of it all beforehand. Ponder over it.",dono yona hanashi kiku no mo mina saki i   yute aru zo ya shiyan shite miyo,どのよふなはなしきくのもみなさきい,ゆうてあるぞやしやんしてみよ,どの様な話聞くのも皆先い   言うて有るぞや思案してみよ,"Whatever news you may hear, it is all what I have foretold you. Ponder over it well!"
975,10,86,,,"You may be wondering what Tsukihi is speaking about step by step, but the future is promising.",Tsukihi niwa nani o dandan yuwareru to   omou de aro saki no tanoshimi,月日にハなにをだん／＼ゆハれると,をもうてあろをさきのたのしみ,月日には何を段々言われると   思うで有ろう先の楽しみ,You may wonder what Tsukihi speaks about. But it shall turn out to be a delight in the near future.
976,10,87,,,"Above all, the mind of Tsukihi desires a Divine Record for Nihon.",nani goto mo Tsukihi no kokoro omou niwa   nihon ni Koki hoshii koto kara,なに事も月日の心をもうにわ,にほんにこふきほしい事から,何事も月日の心思うには   日本にこうき欲しい事から,"Above all, the mind of Tsukihi desires the Koki, the Divine Record, written in the region where My teachings spread early."
977,10,88,,,"If the Divine Record is surely made in Nihon and spread widely, Kara will do as I wish.",nihon nimo Koki o tashika koshiraete   sore hirometara kara wa mama nari,にほんにもこふきをたしかこしらへて,それひろめたらからハまゝなり,日本にもこうきを確か拵えて   それ広めたら唐は侭なり,"When this Koki, the Divine Record, is made in the region where My teachings spread early, and spread, the people in the region where My teachings shall spread later will also quickly and freely undertand Me."
978,10,89,,,"What are you all thinking of this talk? It concerns all of you, the people of Nihon.",kono hanashi nanto omote mina no mono   nihon no mono wa mina waga koto ya,このはなしなんとをもふてみなのもの,にほんのものハみなわが事や,この話何と思うて皆の者   日本の者は皆我が事や,"How are you taking these words, all of you? For the people of the region where My teachings spread early, these are indeed for your own sake."
979,10,90,,,"Unaware of this, what are you in the high places thinking? You cannot understand My heart. Oh, the regret of Tsukihi...",sore shirazu nanto omote kami taru wa   mune ga wakaran Tsukihi zannen,それしらずなんとをもふて上たるハ,むねがわからん月日さんねん,それ知らず何と思うて上たるは   胸が分からん月日残念,"Unaware of this, what are the upper people thinking? They cannot understand My heart at all. This is the cause of the severe regret of Tsukihi."
980,10,91,,,"Whatever Divine Record is accomplished at this place, it will be a treasure for Nihon.",kono tokoro dono yona Koki shitaru tomo   kore wa nihon no takara naru zo ya,このところどのよなこふきしたるとも,これハにほんのたからなるぞや,この所どの様なこうきしたるとも   これは日本の宝なるぞや,"Whatever Koki, the Divine Record, may be made at this place, it should be the treasure accomplished in the region where My teachings spread early."
981,10,92,,,"All humankind, settle your minds and ponder. Prepare quickly to wait for the Divine Record.",ichiretsu no kokoro sadamete shiyan seyo   hayaku Koki o matsu yoni seyo,一れつの心さだめてしやんせよ,はやくこふきをまつよふにせよ,一列の心定めて思案せよ   早くこうきを待つ様にせよ,"Determine your minds, all mankind, and ponder over it well! And wait for the Koki, the Divine Record, to be quickly accomplished!"
982,10,93,,,"When the true Divine Record has been accomplished, Tsukihi will spread everything whatever.",shinjitsu no Koki ga deketa koto naraba   donna koto demo Tsukihi hiromeru,しんぢつのこふきがでけた事ならば,どんな事でも月日ひろめる,真実のこうきが出来た事ならば   どんな事でも月日広める,"When the true Koki, the Divine Record, is accomplished, I Tsukihi, will spread any and everything."
983,10,94,,,"Though I say that Tsukihi will spread it, the minds of all of you may not understand.",Tsukihi yori hirome o suru to yuta tote   mina no kokoro wa shochi dekemai,月日よりひろめをするとゆうたとて,みなの心ハしよちでけまい,月日より広めをすると言うたとて   皆の心は承知出来まい,"Even if I say that I, Tsukihi, will spread it, perhaps the minds of all of you cannot understand its true meaning."
984,10,95,,,"In this regard, I firmly request you, My inter-mediaries. Please comply.",soreyue ni toritsugi yori ni shikkari to   tanomi oku kara shochi shite iyo,それゆへにとりつきよりにしいかりと,たのみをくからしよちしていよ,それ故に取次よりに確りと   頼み置くから承知して居よ,"Therefore, I request it surely from the toritsugi, My mediators. So please comply with it!"
985,10,96,,,"When the day of the appointed time comes, there will be no knowing when or where Tsukihi will go.",kono higara kokugen kitaru koto naraba   nandoki Tsukihi doko i iku yara,このひがらこくけんきたる事ならば,なんどき月日どこいゝくやら,この日柄刻限来たる事ならば   何時月日何処へ行くやら,"When the fixed time of the fixed day comes, there shall be no knowing when and where I, Tsukihi, will go out."
986,10,97,,,"Day by day, calm your minds firmly, My intermediaries, and begin quickly.",nichinichi ni toritsugi no hito shikkari to   kokoro shizumete hayaku kakare yo,にち／＼にとりつぎの人しいかりと,心しづめてはやくかゝれよ,日々に取次の人確りと   心静めて早く掛かれよ,"I request My Toritsugi to make their minds firm and calm day by day, and then quickly begin arrangements!"
987,10,98,,,What are all of you thinking of this path? It is not easy to understand it.,kono michi wa doyu koto ni mina no mono   omote iru yara choto ni wakaran,このみちハどふゆう事にみなのもの,をもているやら一寸にわからん,この道はどういう事に皆の者   思うて居るやら一寸に分からん,What are you all thinking of this way? It is never easy to understand it.
988,10,99,,1,"By all means, Tsukihi will complete this path, holding fast to the mind of sincerity.",Tsukihi niwa nandemo kademo shinjitsu o   kokoro shikkari torinukeru de,月日にハなんでもかでもしんぢつを,心しいかりとふりぬけるで,月日には何でもかでも真実を   心確り通り抜けるで,"No matter what hardships there may be, I, Tsukihi, will go through My way with true sincerity held tight in My mind."
989,10,100,,1,"When this path has reached the high places, I shall do My free and unlimited workings.",kono michi o kami e nuketaru koto naraba   juyojizai no hataraki o suru,このみちを上ゑぬけたる事ならば,ぢうよぢざいのはたらきをする,この道を上へ抜けたる事ならば   自由自在の働きをする,"When this way reaches through to the upper people, I will manifest all of My omnipotence."
990,10,101,,,"When Tsukihi begins the workings, however strongly a person may oppose Me,",Tsukihi yori kono hataraki o shikaketara   ikana goteki taru to yutemo,月日よりこのはたらきをしかけたら,いかなこふてきたるとゆうても,月日よりこの働きを仕掛けたら   如何な強敵たると言うても,"When I, Tsukihi, begin this work, however strong you may be,"
991,10,102,,,"He will truly understand and be purified in mind, and will lean on the Parent in all matters.",kokoro yori shinjitsu wakari sumikirite   donna koto demo Oya ni motareru,心よりしんぢつハかりすみきりて,とんな事でもをやにもたれる,心より真実分かり澄み切りて   どんな事でも親に凭れる,"You shall become purified and understand My intention well. Then, you shall lean upon the Parent on whatever kinds of things."
992,10,103,1,,"Hereafter, I shall set out to make the whole world brim with joy.",konosaki wa sekaiju wa dokomade mo   yokizukume ni mina shite kakaru,このさきハせかへぢううハどこまでも,よふきづくめにみなしてかゝる,この先は世界中は何処迄も   陽気ずくめに皆して掛かる,"Henceforth, I will lead everyone throughout the whole world to a life full of joy."
993,10,104,,,Take each course of this path as your own matter and ponder.,dandan to kono michisuji no yotai wa   mina waga koto to omote shiyan se,たん／＼とこのみちすじのよふたいハ,みなハが事とをもてしやんせ,段々とこの道筋の様態は   皆我が事と思うて思案せ,"Taking each step of the course of this way as your own matter, ponder over it well!"
994,11,1,,,"If a severe tightening of the chest comes upon you, it is the hastening of the mind of Tsukihi.",muna saki e kibishiku tsukae kitaru nara   Tsukihi no kokoro sekikomi de aru,むなさきへきびしくつかへきたるなら,月日の心せきこみである,胸先へ厳しく痞え来たるなら   月日の心急き込みで有る,"If you feel severe tightening in your chest, it is a sign of the impatience of Tsukihi."
995,11,2,,,"Hereafter, all of you may receive disorders of the body step by step.",konosaki wa ichiretsu naru ni dandan to   minouchi sawari mina tsuku de aro,このさきハ一れつなるにだん／＼と,みのうちさハりみなつくであろ,この先は一列なるに段々と   身の内障り皆付くで有ろう,Henceforth all of you equally shall feel disorders one by one in your bodies.
996,11,3,,,"Whatever disorder you may receive, do not worry, for there is a great intention in the mind of Tsukihi.",dono yona sawari tsuitemo anjina yo   Tsukihi no kokoro erai omowaku,どのよふなさハりついてもあんぢなよ,月日の心ゑらいをもわく,どの様な障り付いても案じなよ   月日の心偉い思惑,But you need not worry about whatever kinds of disorders may strike you. They come from the profound intention of the mind of Tsukihi.
997,11,4,,,"Though a disorder may come to the body, I am making a distinction in each of your minds.",minouchi ni sawari tsuitemo meme no   kokoro sorezore mina wakeru de na,みのうちにさハりついてもめへ／＼の,心それ／＼みなわけるでな,身の内に障り付いても銘々の   心それぞれ皆分けるでな,"Even though you feel disorders in your bodies, with these disorders I will distinguish each of your minds."
998,11,5,,,I shall distinguish those thoughts which are sincere from those which are concerned with only the self.,shinjitsu ni omou kokoro to meme no   shiyan bakari o omoi iru to o,しんぢつにをもう心とめゑ／＼の,しやんばかりをふもいゝるとを,真実に思う心と銘々の   思案ばかりを思い居るとを,I will clearly distinguish the minds which think sincerely of others from those which think of themselves.
999,11,6,,,"Whatever kind of mind you may have, Tsukihi will at this time make the distinction clear.",Tsukihi niwa dono yona kokoro iru mono mo   konotabi shikato wakete miseru de,月日にハどのよな心いるものも,このたびしかとわけてみせるで,月日にはどの様な心で居る者も   この度確と分けて見せるで,"This time I, Tsukihi, will distinguish clearly, whatever kinds of minds you may have."
1000,11,7,,,Tsukihi clearly sees what kind of mind you have and will at this time make the distinction in all.,dono yona kokoro mo shikato mite iru de   Tsukihi konotabi mina wakeru de na,どのよふな心もしかとみているで,月日このたびみなわけるでな,どの様な心も確と見て居るで   月日この度皆分けるでな,"I see clearly whatever kinds of minds you may have. So, this time, I, Tsukihi, will clearly distinguish all of them."
1001,11,8,,,Words of flattery are unwanted. Tsukihi looks for the sincerity of the mind.,kuchi saki no tsuisho bakari wa iran mono   kokoro no makoto Tsukihi mite iru,口さきのついしよばかりハいらんもの,心のまこと月日みている,口先の追従ばかりは要らんもの   心の誠月日見て居る,"Mere flattery of the lips is useless. I, Tsukihi, look at the sincerity of your mind."
1002,11,9,,,"Even until now, though I have given you My teachings in various talks, the real truth has not been seen.",koremade mo iroiro hanashi toitaredo   honshinjitsu ga miete nai no de,これまでもいろ／＼はなしといたれど,ほんしんぢつがみゑてないので,これ迄も色々話説いたれど   本真実が見えて無いので,"Although hitherto I have taught you ever so often, the true sincerity of My intention has not been realized yet."
1003,11,10,,,"Today, whatever talks I may give, I shall never tell you anything that will become false.",kyonohi wa nanino hanashi o shitaru tomo   chigau yo naru koto wa yuwanedo,けふの日ハなにのはなしをしたるとも,ちがうよふなる事ハゆハねど,今日の日は何の話をしたるとも   違う様なる事は言わねど,"Today, whatever I may say, I will never tell you such words that may fail."
1004,11,11,,,What Tsukihi has once said will never become false through all time.,Tsukihi yori ichido yute oita nara   itsu ni naritemo chigau koto nashi,月日より一どふゆうてをいたなら,いつになりてもちがう事なし,月日より一度言うて置いたなら   何時になりても違う事無し,"Once told by Tsukihi, it shall never fail forever."
1005,11,12,,,"Unaware of this, even all of you close to Me think My words to be worldly common.",sore shirazu soba no kokoro wa tare nitemo   sekainami naru yoni omote,それしらすそばの心ハたれにても,せかいなみなるよふにをもふて,それ知らず側の心は誰にても   世界並なる様に思うて,"Unaware of this, even all of you close to Me are thinking My words to be worldly common."
1006,11,13,,,"From your suffering at this time, be convinced, you and all the others.",konotabi no nayamu tokoro de tokushin se   mina no kokoro mo meme kokoro mo,このたびのなやむところでとくしんせ,みなの心もめゑ／＼心も,この度の悩む所で得心せ   皆の心も銘々心も,Minds of yourself and all the others: understand well from the suffering of this time!
1007,11,14,,,"There is no error in My free and unlimited workings, but there must be understanding in everyone's mind.",kono koto o juyojizai wa chigawanedo   mina no kokoro ni shochi nakeneba,この事をぢうよぢざいハちがハねど,みなの心にしよちなけねば,この事を自由自在は違わねど   皆の心に承知無けねば,"Although the free and unrestricted omnipotence shall never fail, if the minds of all of you do not understand, it shall never be realized."
1008,11,15,,,"When understanding comes to all of you, Tsukihi will assuredly save you.",ichiretsu ni shochi o shitaru koto naraba   Tsukihi ukeyote tashika tasukeru,一れつにしよちをしたる事ならば,月日うけよてたしかたすける,一列に承知をしたる事ならば   月日請け合うて確か救ける,"When all of you equally become convinced of it, I, Tsukihi, will assuredly save you."
1009,11,16,,,What do you think of this salvation? You will be able to go out of doors in three days.,kono tasuke doyu koto ni omou kana   mikka me niwa soto i deru yo,このたすけどふゆう事にをもうかな,三かめへにハそといでるよふ,この救けどういう事に思うかな   三日目には外へ出る様,What do you think this salvation is? I will save her so that she will be able to go out of doors in three days.
1010,11,17,,,"Even until now, though I called Myself Tsukihi and gave you My teachings step by step,",koremade mo Tsukihi to yute dandan to   hanashi mo toite kitaru naredomo,これまでも月日とゆうてだん／＼と,はなしもといてきたるなれども,これ迄も月日と言うて段々と   話も説いて来たるなれども,"Hitherto step by step I have told you My teachings, calling Myself Tsukihi."
1011,11,18,,,"Still, perhaps you cannot understand the core matter. At this time, I shall reveal all things whatever.",mada shin no tokoro wa sarani wakarumai   konotabi donna koto mo arawasu,まだしんのところハさらにハかるまい,このたびどんな事もあらわす,未だ芯の所は更に分かるまい   この度どんな事も現す,Perhaps you cannot yet understand the core of the truth. This time I will realize whatever kinds of things.
1012,11,19,,,"Even with My talks, if I give them at the same place, you might take them as being from a human mind.",hanashi demo onashi tokoro de yu naraba   nando ningen gokoro naru yo,はなしでもをなしところでゆうならば,なんどにんけん心なるよふ,話でも同じ所で言うならば   何ぞ人間心なる様,"If I always tell you My teachings at the same place, you may take them as coming from a human mind."
1013,11,20,,,"So as not to cause you such pitiful thoughts, I shall give My talks at a different place this time.",mina no mono omou kokoro wa kinodoku ya   konotabi tokoro kaete hanashi o,みなのものをもう心ハきのどくや,このたびところかへてはなしを,皆の者思う心は気の毒や   この度所変えて話を,It is a pity that all of you may think as such. So this time I will tell it to you at an entirely different place.
1014,11,21,,,"On hearing it, be convinced, whoever you may be: the free and unlimited workings of Tsukihi always work in this way.",kore kiite ikana mono demo tokushin se   Tsukihi juyo mina kono dori,これきいていかなものでもとくしんせ,月日ぢうよふみなこのどふり,これ聞いて如何な者でも得心せ   月日自由皆この道理,"Hearing this, understand well, whoever you may be! The omnipotence of Tsukihi works always in this way."
1015,11,22,,,"Tsukihi enters this body and speaks freely and unrestrictedly, but perhaps you are not convinced of it.",tainai e Tsukihi irikomi juyo o   yute iredomo shochi arumai,たいないへ月日入こみぢうよふを,ゆうていれどもしよちあるまい,体内へ月日入り込み自由を   言うて居れども承知有るまい,"Perhaps you do not know the truth that I, Tsukihi, have entered into this body and am speaking."
1016,11,23,,,"Henceforth, after giving you as much notice step by step as I am able, I shall begin.",konosaki wa seeippai ni dandan to   kotowarita ue kakaru koto nari,このさきハせゑいゝバいにたん／＼と,ことハりたゆへかゝる事なり,この先は精一杯に段々と   断りた上掛かる事なり,"Henceforth after giving you fair warning enough, I will begin My work step by step."
1017,11,24,,,"Though I say Tsukihi makes things manifest, it is only after giving every notice of it step by step.",Tsukihi yori araware deru to yuta tote   dandan nanimo kotowarita ue,月日よりあらハれでるとゆうたとて,たん／＼なにもことわりたゆへ,月日より現れ出ると言うたとて   段々何も断りた上,I say that things shall be realized through the working of Tsukihi. But it will be done step by step after My warning about everything.
1018,11,25,,,"You are thinking that the suffering at this time is from illness, but the thought is wrong.",konotabi no nayamite iru o yamai ya to   omote iru no wa kore wa chigau de,このたびのなやみているをやまいやと,をもているのハこれハちがうで,この度の悩みて居るを病やと   思うて居るのはこれは違うで,It is a misunderstanding that you take the present suffering as a disease.
1019,11,26,,,"Never think it is from illness or the like, but from the desire for you to know the free and unlimited workings of Tsukihi.",kore bakari yamai nazo towa omouna yo   Tsukihi juyo shirashitai yue,こればかりやまいなぞとハをもうなよ,月日ぢうよふしらしたいゆへ,こればかり病などとは思うなよ   月日自由知らしたい故,"Just this, never take it as a disease! It is because I, Tsukihi, desire to let you know My omnipotence."
