id,part,verse,in_doctrine,in_life_of_oyasama,en,ro,jp_1,jp_2
889,9,64,,1,"Once Tsukihi has bestowed it, the rest is up to the mind of the Parent.",Tsukihi niwa kore o watashite oita nara   ato wa Oya yori kokoro shidai ni,月日にハこれをハたしてをいたなら,あとハをやより心したいに
890,10,1,,,About the Gift bestowed from Heaven after Tsukihi discerns the sincere mind:,shinjitsu no kokoro Tsukihi ga misadamete   ten yori watasu atae naru no wa,しんぢつの心月日がみさだめて,天よりわたすあたゑなるのわ
891,10,2,,,Never take it as a trivial matter. The intention of Heaven is profound.,choto shitaru koto towa sarani omouna yo   ten yori fukai omowaku ga aru,一寸したる事とハさらにをもうなよ,天よりふかいをもハくがある
892,10,3,,,To explain what this talk is about: I shall purify the minds of those in Kara and Tenjiku.,kono hanashi doyu koto de aro nara   kara tenjiku mo kokoro sumashite,このはなしどふゆう事であろふなら,からてんじくも心すまして
893,10,4,,,How will those minds be purified? Tsukihi will rush out to places near and far.,kono kokoro doshite sumasu koto naraba   Tsukihi tobidete atchi kotchi to,この心どふしてすます事ならば,月日とびでゝあゝちこゝちと
894,10,5,,,"Step by step, Tsukihi will enter bodies and begin free and unlimited workings.",dandan to Tsukihi tainai irikonde   juyojizai o shite kakaru de na,たん／＼と月日たいない入こんで,ぢうよぢざいをしてかゝるでな
895,10,6,,,"Then, however boastful those of Kara may be, they will never rival those in Nihon.",shitaru nara nanbo kara ya to yuta tote   nihon no mono ni kore wa kanawan,したるならなんぼからやとゆうたとて,にほんのものにこれハかなわん
896,10,7,,,Be convinced by the things that appear day by day. There is no knowing when or what you will hear.,nichinichi ni mieru tokoro de tokushin se   nandoki donna hanashi kiku yara,にち／＼にみへるところでとくしんせ,なんどきどんなはなしきくやら
897,10,8,,,"Whatever you hear, it was taught beforehand in the talks of Tsukihi.",dono yona hanashi kiitemo saki i yori   kore wa Tsukihi no hanashi naru no ya,どのよふなはなしきいてもさきいより,これわ月日のはなしなるのや
898,10,9,,,"From now on, Tsukihi will favor those in Nihon step by step. Watch!",korekara wa nihon no mono wa dandan to   Tsukihi hikitate kore o mite iyo,これからハにほんのものハたん／＼と,月日ひきたてこれをみていよ
899,10,10,,,I shall teach you everything about all things so that nothing will remain which you do not know.,nanimo kamo dono yona koto mo mina oshie   shiran koto owa nai yoni suru,なにもかもどのよな事もみなをしへ,しらん事をハないよふにする
900,10,11,,,"When the pillar is set up in Nihon, you shall no longer fall ill, die, or become weakened.",nihon niwa hashira o tateta koto naraba   yamazu shinazu ni yowari naki yoni,にほんにハはしらをたてた事ならば,やまずしなすによハりなきよに
901,10,12,,,"Until now, those of Kara have rampantly done as they pleased. This time, I shall give them a return.",imamade wa kara ya to yute habikarite   mamani shite ita kondo kayashi o,いまゝでハからやとゆうてはびかりて,まゝにしていたこんどかやしを
902,10,13,,,"By this talk, I do not tell anyone to do anything. I, Tsukihi, shall rush out and do as I please.",kono hanashi tare ni dose to yu de nashi   Tsukihi tobidete mamani suru nari,このはなしたれにどふせとゆうでなし,月日とびでゝまゝにするなり
903,10,14,,,"Even until now, everyone has known the moon and the sun, but there is no one who knows the true origin.",koremade mo Tsukihi o shiran mono wa nai   naredo honmoto shirita mono nashi,これまでも月日をしらんものハない,なれとほんもとしりたものなし
904,10,15,,,"This time, I shall teach the truth of all matters and hasten to save you.",konotabi wa dono yona koto mo shinjitsu o   yute kikashite tasuke isogu de,このたびハどのよな事もしんぢつを,ゆうてきかしてたすけいそぐで
905,10,16,,,To say when this will come: it will come as soon as the weeding of the rice fields is done.,kono higara itsu goro naru to yu naraba   ta no shuri o shimai shidai ni,このひがらいつころなるとゆうならば,たあのしゆりをしまいしだいに
906,10,17,,,"Then, a marvelous path will open, and the performers of the Service will all assemble.",sorekara wa nanika mezurashi michi ni naru   Tsutome no ninju mina yorite kuru,それからハなにかめづらしみちになる,つとめのにんぢうみなよりてくる
907,10,18,,1,"Step by step and day by day, the mind will become spirited. What a rich harvest will appear in Yamato!",dandan to nichinichi kokoro isamu de na   nanto Yamato wa erai honen,たん／＼とにち／＼心いさむでな,なんとやまとハゑらいほふねん
908,10,19,1,1,"Day by day, hasten to begin the Service. You will escape any danger whatever.",nichinichi ni hayaku Tsutome o sekikome yo   ika naru nan mo mina nogareru de,にち／＼にはやくつとめをせきこめよ,いかなるなんもみなのがれるで
909,10,20,1,1,"However serious your illness may be, you will all be saved by the Service done single-heartedly.",dono yona mutsukashiku naru yamai demo   Tsutome ichijo de mina tasukaru de,とのよふなむつかしくなるやまいでも,つとめ一ぢよてみなたすかるで
910,10,21,1,1,"As to the Service to be done, it is none other than the Service of the Kanrodai.",Tsutome demo doyu Tsutome suru naraba   Kanrodai no Tsutome ichijo,つとめでもどふゆうつとめするならば,かんろふだいのつとめいちゞよ
911,10,22,,1,What do you think this Stand is? It is the Parent of Nihon.,kono dai o doyu koto ni omou kana   kore nippon no Oya de aru zo ya,このたいをどふゆう事にをもうかな,これにいほんのをやであるぞや
912,10,23,,1,"If you but sincerely think this to be true, Tsukihi will discern it and assure anything whatever.",kore saika makoto shinjitsu omou nara   Tsukihi miwakete mina hikiukeru,これさいかまことしんぢつをもうなら,月日みハけてみなひきうける
913,10,24,,1,"Since I, Tsukihi, give My assurance, there will not be even a single error in a thousand.",Tsukihi yori hikiuke suru to yu kara wa   sen ni hitotsu mo chigau koto nashi,月日よりひきうけするとゆうからわ,せんに一つもちがう事なし
914,10,25,,1,How are you hearing this talk? It is about the Service of the Kanrodai.,kono hanashi doyu koto ni kiite iru   Kanrodai no Tsutome naru no wa,このはなしどふゆう事にきいている,かんろふだいのつとめなるのわ
915,10,26,,1,Do not think of this Service as being trivial. I desire as many as thirty-six people.,choto shitaru Tsutome naru towa omounayo   sanju roku nin nin ga hoshii de,一寸したるつとめなるとハをもうなよ,三十六人にんがほしいで
916,10,27,,1,"In time, I shall need nineteen performers for the Kagura Service, including those for the musical instruments.",sono uchi ni narimono irete ju ku nin   Kagura-zutome no ninju hoshii de,そのうちになりものいれて十九人,かぐらづとめの人ぢうほしいで
917,10,28,,1,"Truly settle your mind and ponder. I make this a firm request of you, My intermediaries.",shinjitsu ni kokoro sadamete shiyan seyo   toritsugi no hito shikato tanomu de,しんぢつに心さだめてしやんせよ,とりつぎの人しかとたのむで
918,10,29,,1,"To construct this Stand, Tsukihi is making preparations for the performers step by step.",kono dai o koshirae yo tote dandan ni   Tsukihi ninju no moyo suru nari,このだいをこしらゑよとてたん／＼に,月日人ぢうのもよふするなり
919,10,30,,1,"When the performers are fully assembled, the Stand, also, will be completed of its own accord.",ninju ga shikato yoritaru koto naraba   sono mama dai mo dekeru koto ya de,人ぢうがしかとよりたる事ならば,そのまゝだいもでける事やで
920,10,31,,1,"To explain what this path is about: Tsukihi will teach them the hand movements of the Service, and then,",kono michi wa doyu koto de aru naraba   Tsukihi Tsutome no tee o oshiete,このみちハどふゆう事であるならば,月日つとめのてゑをふしへて
921,10,32,,1,"When Tsukihi takes them forth all over the world, the Stand will be completed of itself.",soreyori mo Tsukihi ichiretsu sekaiju   tsurete deta nara hitori dekeru de,それよりも月日一れつせかゑぢう,つれてゞたならひとりでけるで
922,10,33,,1,"If only this is surely completed, the Service each month will be done without error.",kore saika tashikani deketa koto naraba   tsukizuki Tsutome chigau koto nashi,これさいかたしかにでけた事ならば,月々つとめちがう事なし
923,10,34,,1,"If only the Service is done without error, the Gift of Heaven, also, will be given without fail.",Tsutome sai chigawan yoni natta nara   ten no atae mo chigau koto nashi,つとめさいちがハんよふになあたなら,天のあたゑもちがう事なし
924,10,35,,1,This path is a path of true sincerity and is difficult to follow. Everyone must ponder well.,kono michi wa makoto shinjitsu mutsukashii   michi de aru zo ya mina shiyan seyo,このみちハまことしんぢつむつかしい,みちであるぞやみなしやんせよ
925,10,36,,1,You may not know where these performers are. Tsukihi will discern them and draw them all forth.,kono ninju doko ni aru yara shiromai na   Tsukihi miwakete mina hikiyoseru,この人ぢうどこにあるやらしろまいな,月日みわけてみなひきよせる
926,10,37,,1,"No matter where these people may be, Tsukihi will do this by free and unlimited workings.",dono yona tokoro no mono to yuta tote   Tsukihi juyo shite miseru de na,どのよふなところのものとゆうたとて,月日ぢうよふしてみせるでな
927,10,38,,1,"After the performers are assembled step by step, I shall discern their sincerity and assign their roles.",dandan to ninju sorota sono ue de   shinjitsu o mite yakuwari o suru,だん／＼と人ぢうそろふたそのゆへで,しんぢつをみてやくわりをする
928,10,39,,1,To explain what the roles are to be: ten for the Kagura and others for the musical instruments.,yakuwari mo doyu koto de aru naraba   Kagura ju nin ato i narimono,やくハりもどふゆう事であるならば,かぐら十人あといなりもの
929,10,40,,1,"If only this assemblage is quickly completed, nothing will remain that cannot be achieved.",kore saika hayaku shikkari sorota nara   donna koto demo deken koto nashi,これさいかはやくしいかりそろたなら,どんな事でもでけん事なし
930,10,41,,,"From today, I shall change the topic step by step and speak solely of things you have not known before.",kyokara wa dandan monku kawaru de na   imamade shiran koto bakari yu,けふからハだん／＼もんくかハるでな,いまゝでしらん事ばかりゆう
931,10,42,,,"Even until now, there have been various paths, but there is nothing that has not been taught by Tsukihi.",imamade mo dono yona michi mo aru keredo   Tsukihi oshien koto wa nai zo ya,いまゝでもどのよなみちもあるけれど,月日をしへん事わないぞや
932,10,43,,,"Though Tsukihi has already taught you most everything step by step,",Tsukihi yori taite nanimo dandan to   oshiete kitaru koto de aredomo,月日よりたいてへなにもだん／＼と,をしゑてきたる事であれども
933,10,44,,,"This time, I shall teach you further all the truths yet unknown to you.",konotabi wa mata sono ue no shiran koto   nanimo shinjitsu mina yute kikasu,このたびハまたそのゆへのしらん事,なにもしんぢつみなゆてきかす
934,10,45,,,"Until now, those of Kara have been boastfully thriving, but they also have been taught by Tsukihi.",koremade wa kara ya to yute habikarita   kore mo Tsukihi ga oshie kitaru de,これまでハからやとゆうてはびかりた,これも月日がをしへきたるで
935,10,46,,,"This time, returning to the origin, Tsukihi will clearly reveal the whole root of the tree.",konotabi wa Tsukihi moto e to tachikairi   ki no ne shikkari mina arawasu de,このたびハ月日元ゑとたちかいり,木のねしいかりみなあらハすで
936,10,47,,,There is perhaps no one anywhere who clearly knows the origin of this world.,kono yono moto o shikkari shirita mono   doko no mono demo sarani arumai,このよふの元をしいかりしりたもの,どこのものでもさらにあるまい
937,10,48,,,"If you but clearly know this origin, you will always be assured, wherever you may go.",shinjitsu ni kono moto saika shikkari to   shiritaru naraba doko i ita tote,しんぢつにこの元さいかしいかりと,しりたるならばどこいいたとて
938,10,49,,,What do you think on hearing this talk? I desire to train My intermediaries in this.,kono hanashi nanto omote kiite iru   kore toritsugi ni shikomitai no ya,このはなしなんとをもふてきいている,これとりつぎにしこみたいのや
939,10,50,,,All that Tsukihi desires is to have the whole world know the origin of human beings.,dono yona koto o Tsukihi no omou niwa   ningen moto o kore sekaiju e,どのよふな事を月日のをもうにハ,にんけんもとをこれせかゑぢうへ
940,10,51,,,"If this truth becomes quickly known to all humankind, My talks will be understood.",hayabaya to kono shinjitsu o ichiretsu ni   shirashitaru nara hanashi wakaru de,はや／＼とこのしんちつを一れつに,しらしたるならはなしハかるで
941,10,52,,,"No matter how I strive to explain My teachings, unless I teach you the origin...",ika hodoni hanashi o toite kikashitemo   moto o shirashite okan koto niwa,いかほどにはなしをといてきかしても,もとをしらしてをかん事にハ
942,10,53,,,"If only I have taught you the origin clearly, you will understand everything I say.",moto saika shikkari yute oita nara   nani o yutemo mina kikiwakeru,もとさいかしいかりゆうてをいたなら,なにをゆうてもみなきゝハける
943,10,54,1,,"The earth and heaven of this world is your real Parent. Out of this, human beings were born.",kono yo no jii to ten towa jitsu no Oya   soreyori deketa ningen de aru,このよふのぢいと天とハぢつのをや,それよりでけたにんけんである
944,10,55,,,"From now on, I shall tell you solely of things unknown to both Kara and Nihon. Listen closely!",korekara wa kara mo nihon mo shiran koto   bakari yu zo ya shikato kiku nari,これからハからもにほんもしらん事,ばかりゆうぞやしかときくなり
945,10,56,,,I wish to train you all in everything so that you need not say that you do not know.,dono yona koto mo shiran to yuwan yo   mina ichiretsu ni shikomitai kara,どのよふな事もしらんとゆハんよふ,みな一れつにしこみたいから
946,10,57,,,"Day after day, the concern in the mind of Tsukihi is the innermost hearts of a great number of people.",nichinichi ni Tsukihi no kokoro omou niwa   oku no hito no mune no uchi oba,にち／＼に月日の心をもうにわ,をゝくの人のむねのうちをば
947,10,58,,,How can I have you understand My mind? I so desire that your minds be purified quickly.,kono kokoro doshita naraba wakaru yara   dodo hayaku ni kore o waketai,この心どふしたならばわかるやら,どふどはやくにこれをわけたい
948,10,59,,,"When all the world is truly purified from the innermost heart, it will be Tsukihi's delight.",sekaiju shinjitsu yori mo mune no uchi   wakarita naraba Tsukihi tanoshimi,せかいぢうしんぢつよりもむねのうち,わかりたならば月日たのしみ
949,10,60,,,"When all humankind is purified from the innermost heart, Tsukihi will, then,",sorekara wa ichiretsu naru no mune no uchi   wakarita naraba Tsukihi soreyori,それからハ一れつなるのむねのうち,わかりたならば月日それより
950,10,61,,,"Make your minds spirited step by step and day by day, and teach joyousness to all of you.",dandan to nichinichi kokoro isame kake   yokizukume o mina ni oshiete,だん／＼とにち／＼心いさめかけ,よふきづくめをみなにをしへて
951,10,62,,,"When the innermost hearts of a great number of people all over the world have been purified,",sekaiju oku no hito no mune no uchi   mina sumashitaru koto de aru nara,せかいぢうをふくの人のむねのうち,みなすましたる事であるなら
952,10,63,,,"Then the mind of Tsukihi will spring forth spiritedly, and I shall teach you everything about all matters.",soreyori mo Tsukihi no kokoro isami dete   donna koto demo mina oshieru de,それよりも月日の心いさみでゝ,どんな事でもみなをしゑるで
953,10,64,,,Tsukihi desires to teach the truth of everything to all humankind equally.,dono yona koto demo Tsukihi shinjitsu ni   mina ichiretsu ni oshietai no ya,とのような事でも月日しんぢつに,みな一れつにをしゑたいのや
954,10,65,,,Tsukihi desires you to have a sincere mind because I wish to train you in all matters.,shinjitsu no kokoro ga hoshii Tsukihi niwa   donna koto demo shikomitai kara,しんぢつの心がほしい月日にわ,どんな事でもしこみたいから
955,10,66,,,In what do you think I wish to train you by this talk? For the countless courses of paths from now on.,kono hanashi nani o shikomu to omou kana   korekara saki no yorozu michisuji,このはなしなにをしこむとをもうかな,これからさきのよろづみちすじ
956,10,67,,,"Until today, you have not been able to see anything. But when the time draws near, things will be seen naturally.",kyomade wa nani yono koto mo mienedomo   hi ga chikazukeba hitori mieru de,けふまてハなによの事もみへねども,ひがちかづけばひとりみへるで
957,10,68,,,Do not think of anything as an illness. Everything is the care of Tsukihi.,dono yona koto mo yamai to omouna yo   nanika yorozu wa Tsukihi teiri ya,とのよふな事もやまいとをもうなよ,なにかよろづハ月日ていりや
958,10,69,,,"As the mind of Tsukihi hastens day after day, there is no knowing what I am preparing.",Tsukihi yori nichinichi kokoro sekikonde   donna moyo o suru ya shiren de,月日よりにち／＼心せきこんで,どんなもよふをするやしれんで
959,10,70,,,You may not know what My hastening is about. It is solely about the preparations for the Kanrodai.,sekikomi mo nanino koto yara shiromai na   Kanrodai no moyo bakari o,せきこみもなにの事やらしろまいな,かんろふだいのもよふばかりを
960,10,71,,,"In your days, if a disorder comes to the body, know that it is the care of Tsukihi.",nichinichi ni minouchi sawari tsuita nara   kore wa Tsukihi no teiri naru ka yo,にち／＼にみのうちさハりついたなら,これハ月日のていりなるかよ
961,10,72,,,"Looking throughout the world step by step, I feel pity for you, so I desire to make changes.",dandan to misumasu tokoro sekaiju   kinodoku na kara monku kaetai,だん／＼とみすますところせかいぢう,きのどくなからもんくかへたい
962,10,73,,,"Ponder: whatever is said by mouth, if there is no sure proof, it will not do.",shiyan seyo kuchi de nani goto yuta tote   tashikana shoko nakuba ikan de,しやんせよくちでなに事ゆうたとて,たしかなしよこなくばいかんで
963,10,74,,,This is proof: Tsukihi has entered this body and gives directions freely and unlimitedly.,Tsukihi yori tainai yori mo irikonde   juyojizai no sashizu shoko ya,月日よりたいないよりも入こんで,ぢうよぢざいのさしずしよこや
964,10,75,,,"Because of this, I begin things, speaking solely about that which has never existed anywhere.",soreyue ni imamade doko ni nai koto o   bakari yuute hajime kakeru de,それゆへにいまゝでどこにない事を,ばかりゆううてはじめかけるで
965,10,76,,,"Though I speak solely about things which have never existed, they are all the teachings of Tsukihi.",imamade mo nai koto bakari yu no mo na   kore mo Tsukihi no mina oshie ya de,いまゝでもない事ばかりゆうのもな,これも月日のみなをしへやで
966,10,77,,,The matter of the Kanrodai at this time is also that which has been unknown before.,konotabi no Kanrodai to yu no mo na   kore mo imamade shiran koto ya de,このたびのかんろふだいとゆうのもな,これもいまゝでしらん事やで
967,10,78,,,"Whatever is said, it is all by Tsukihi. I speak because I desire to teach you things unknown.",dono yona koto o yu no mo mina Tsukihi   shiran koto oba oshietai kara,どのよふな事をゆうのもみな月日,しらん事をばをしゑたいから
968,10,79,,,That I place the Kanrodai in this Residence is the proof that I began human beings.,kono yashiki Kanrodai o sueru no wa   ningen hajime kaketa shoko,このやしきかんろふだいをすへるのハ,にんけんはじめかけたしよこふ
969,10,80,,,"Beginning everything in this way, I shall purify the minds of the whole world.",nani goto mo mina kono tori hajime kake   sekaiju no kokoro sumasuru,なに事もみなこのとふりはちめかけ,せかいぢううの心すまする
970,10,81,,,"Day by day, I shall make every effort solely for the preparations to make everyone in the world spirited.",nichinichi ni nandemo sekai ichiretsu o   isameru moyo bakari suru zo ya,にち／＼になんでもせかい一れつを,いさめるもよふばかりするぞや
971,10,82,,,"As the minds of the world are spirited step by step, the growth of all crops, also, will be spirited.",dandan to sekai no kokoro isamu nara   ryuke morotomo mina isami deru,だん／＼とせかいの心いさむなら,りうけもろともみないさみでる
972,10,83,,,"To explain how these minds are to be spirited: Tsukihi will go forth, taking My workers along.",kono kokoro doshite isamu koto naraba   Tsukihi ninsoku tsurete deru zo ya,この心どふしていさむ事ならば,月日にんそくつれてゞるぞや
973,10,84,,,"Until then, you will all hear of various things here and there and one after another.",soremade ni atchi kotchi to dono yona   hanashi dandan mina kiku de aro,それまでにあゝちこふちとどのよふな,はなしだん／＼みなきくであろ
974,10,85,,,"Whatever you hear, I told of it all beforehand. Ponder over it.",dono yona hanashi kiku no mo mina saki i   yute aru zo ya shiyan shite miyo,どのよふなはなしきくのもみなさきい,ゆうてあるぞやしやんしてみよ
975,10,86,,,"You may be wondering what Tsukihi is speaking about step by step, but the future is promising.",Tsukihi niwa nani o dandan yuwareru to   omou de aro saki no tanoshimi,月日にハなにをだん／＼ゆハれると,をもうてあろをさきのたのしみ
976,10,87,,,"Above all, the mind of Tsukihi desires a Divine Record for Nihon.",nani goto mo Tsukihi no kokoro omou niwa   nihon ni Koki hoshii koto kara,なに事も月日の心をもうにわ,にほんにこふきほしい事から
977,10,88,,,"If the Divine Record is surely made in Nihon and spread widely, Kara will do as I wish.",nihon nimo Koki o tashika koshiraete   sore hirometara kara wa mama nari,にほんにもこふきをたしかこしらへて,それひろめたらからハまゝなり
978,10,89,,,"What are you all thinking of this talk? It concerns all of you, the people of Nihon.",kono hanashi nanto omote mina no mono   nihon no mono wa mina waga koto ya,このはなしなんとをもふてみなのもの,にほんのものハみなわが事や
979,10,90,,,"Unaware of this, what are you in the high places thinking? You cannot understand My heart. Oh, the regret of Tsukihi...",sore shirazu nanto omote kami taru wa   mune ga wakaran Tsukihi zannen,それしらずなんとをもふて上たるハ,むねがわからん月日さんねん
980,10,91,,,"Whatever Divine Record is accomplished at this place, it will be a treasure for Nihon.",kono tokoro dono yona Koki shitaru tomo   kore wa nihon no takara naru zo ya,このところどのよなこふきしたるとも,これハにほんのたからなるぞや
981,10,92,,,"All humankind, settle your minds and ponder. Prepare quickly to wait for the Divine Record.",ichiretsu no kokoro sadamete shiyan seyo   hayaku Koki o matsu yoni seyo,一れつの心さだめてしやんせよ,はやくこふきをまつよふにせよ
982,10,93,,,"When the true Divine Record has been accomplished, Tsukihi will spread everything whatever.",shinjitsu no Koki ga deketa koto naraba   donna koto demo Tsukihi hiromeru,しんぢつのこふきがでけた事ならば,どんな事でも月日ひろめる
983,10,94,,,"Though I say that Tsukihi will spread it, the minds of all of you may not understand.",Tsukihi yori hirome o suru to yuta tote   mina no kokoro wa shochi dekemai,月日よりひろめをするとゆうたとて,みなの心ハしよちでけまい
984,10,95,,,"In this regard, I firmly request you, My inter-mediaries. Please comply.",soreyue ni toritsugi yori ni shikkari to   tanomi oku kara shochi shite iyo,それゆへにとりつきよりにしいかりと,たのみをくからしよちしていよ
985,10,96,,,"When the day of the appointed time comes, there will be no knowing when or where Tsukihi will go.",kono higara kokugen kitaru koto naraba   nandoki Tsukihi doko i iku yara,このひがらこくけんきたる事ならば,なんどき月日どこいゝくやら
986,10,97,,,"Day by day, calm your minds firmly, My intermediaries, and begin quickly.",nichinichi ni toritsugi no hito shikkari to   kokoro shizumete hayaku kakare yo,にち／＼にとりつぎの人しいかりと,心しづめてはやくかゝれよ
987,10,98,,,What are all of you thinking of this path? It is not easy to understand it.,kono michi wa doyu koto ni mina no mono   omote iru yara choto ni wakaran,このみちハどふゆう事にみなのもの,をもているやら一寸にわからん
988,10,99,,1,"By all means, Tsukihi will complete this path, holding fast to the mind of sincerity.",Tsukihi niwa nandemo kademo shinjitsu o   kokoro shikkari torinukeru de,月日にハなんでもかでもしんぢつを,心しいかりとふりぬけるで
989,10,100,,1,"When this path has reached the high places, I shall do My free and unlimited workings.",kono michi o kami e nuketaru koto naraba   juyojizai no hataraki o suru,このみちを上ゑぬけたる事ならば,ぢうよぢざいのはたらきをする
990,10,101,,,"When Tsukihi begins the workings, however strongly a person may oppose Me,",Tsukihi yori kono hataraki o shikaketara   ikana goteki taru to yutemo,月日よりこのはたらきをしかけたら,いかなこふてきたるとゆうても
991,10,102,,,"He will truly understand and be purified in mind, and will lean on the Parent in all matters.",kokoro yori shinjitsu wakari sumikirite   donna koto demo Oya ni motareru,心よりしんぢつハかりすみきりて,とんな事でもをやにもたれる
992,10,103,1,,"Hereafter, I shall set out to make the whole world brim with joy.",konosaki wa sekaiju wa dokomade mo   yokizukume ni mina shite kakaru,このさきハせかへぢううハどこまでも,よふきづくめにみなしてかゝる
993,10,104,,,Take each course of this path as your own matter and ponder.,dandan to kono michisuji no yotai wa   mina waga koto to omote shiyan se,たん／＼とこのみちすじのよふたいハ,みなハが事とをもてしやんせ
994,11,1,,,"If a severe tightening of the chest comes upon you, it is the hastening of the mind of Tsukihi.",muna saki e kibishiku tsukae kitaru nara   Tsukihi no kokoro sekikomi de aru,むなさきへきびしくつかへきたるなら,月日の心せきこみである
995,11,2,,,"Hereafter, all of you may receive disorders of the body step by step.",konosaki wa ichiretsu naru ni dandan to   minouchi sawari mina tsuku de aro,このさきハ一れつなるにだん／＼と,みのうちさハりみなつくであろ
996,11,3,,,"Whatever disorder you may receive, do not worry, for there is a great intention in the mind of Tsukihi.",dono yona sawari tsuitemo anjina yo   Tsukihi no kokoro erai omowaku,どのよふなさハりついてもあんぢなよ,月日の心ゑらいをもわく
997,11,4,,,"Though a disorder may come to the body, I am making a distinction in each of your minds.",minouchi ni sawari tsuitemo meme no   kokoro sorezore mina wakeru de na,みのうちにさハりついてもめへ／＼の,心それ／＼みなわけるでな
998,11,5,,,I shall distinguish those thoughts which are sincere from those which are concerned with only the self.,shinjitsu ni omou kokoro to meme no   shiyan bakari o omoi iru to o,しんぢつにをもう心とめゑ／＼の,しやんばかりをふもいゝるとを
999,11,6,,,"Whatever kind of mind you may have, Tsukihi will at this time make the distinction clear.",Tsukihi niwa dono yona kokoro iru mono mo   konotabi shikato wakete miseru de,月日にハどのよな心いるものも,このたびしかとわけてみせるで
1000,11,7,,,Tsukihi clearly sees what kind of mind you have and will at this time make the distinction in all.,dono yona kokoro mo shikato mite iru de   Tsukihi konotabi mina wakeru de na,どのよふな心もしかとみているで,月日このたびみなわけるでな
1001,11,8,,,Words of flattery are unwanted. Tsukihi looks for the sincerity of the mind.,kuchi saki no tsuisho bakari wa iran mono   kokoro no makoto Tsukihi mite iru,口さきのついしよばかりハいらんもの,心のまこと月日みている
1002,11,9,,,"Even until now, though I have given you My teachings in various talks, the real truth has not been seen.",koremade mo iroiro hanashi toitaredo   honshinjitsu ga miete nai no de,これまでもいろ／＼はなしといたれど,ほんしんぢつがみゑてないので
1003,11,10,,,"Today, whatever talks I may give, I shall never tell you anything that will become false.",kyonohi wa nanino hanashi o shitaru tomo   chigau yo naru koto wa yuwanedo,けふの日ハなにのはなしをしたるとも,ちがうよふなる事ハゆハねど
1004,11,11,,,What Tsukihi has once said will never become false through all time.,Tsukihi yori ichido yute oita nara   itsu ni naritemo chigau koto nashi,月日より一どふゆうてをいたなら,いつになりてもちがう事なし
1005,11,12,,,"Unaware of this, even all of you close to Me think My words to be worldly common.",sore shirazu soba no kokoro wa tare nitemo   sekainami naru yoni omote,それしらすそばの心ハたれにても,せかいなみなるよふにをもふて
1006,11,13,,,"From your suffering at this time, be convinced, you and all the others.",konotabi no nayamu tokoro de tokushin se   mina no kokoro mo meme kokoro mo,このたびのなやむところでとくしんせ,みなの心もめゑ／＼心も
1007,11,14,,,"There is no error in My free and unlimited workings, but there must be understanding in everyone's mind.",kono koto o juyojizai wa chigawanedo   mina no kokoro ni shochi nakeneba,この事をぢうよぢざいハちがハねど,みなの心にしよちなけねば
1008,11,15,,,"When understanding comes to all of you, Tsukihi will assuredly save you.",ichiretsu ni shochi o shitaru koto naraba   Tsukihi ukeyote tashika tasukeru,一れつにしよちをしたる事ならば,月日うけよてたしかたすける
1009,11,16,,,What do you think of this salvation? You will be able to go out of doors in three days.,kono tasuke doyu koto ni omou kana   mikka me niwa soto i deru yo,このたすけどふゆう事にをもうかな,三かめへにハそといでるよふ
1010,11,17,,,"Even until now, though I called Myself Tsukihi and gave you My teachings step by step,",koremade mo Tsukihi to yute dandan to   hanashi mo toite kitaru naredomo,これまでも月日とゆうてだん／＼と,はなしもといてきたるなれども
1011,11,18,,,"Still, perhaps you cannot understand the core matter. At this time, I shall reveal all things whatever.",mada shin no tokoro wa sarani wakarumai   konotabi donna koto mo arawasu,まだしんのところハさらにハかるまい,このたびどんな事もあらわす
1012,11,19,,,"Even with My talks, if I give them at the same place, you might take them as being from a human mind.",hanashi demo onashi tokoro de yu naraba   nando ningen gokoro naru yo,はなしでもをなしところでゆうならば,なんどにんけん心なるよふ
1013,11,20,,,"So as not to cause you such pitiful thoughts, I shall give My talks at a different place this time.",mina no mono omou kokoro wa kinodoku ya   konotabi tokoro kaete hanashi o,みなのものをもう心ハきのどくや,このたびところかへてはなしを
1014,11,21,,,"On hearing it, be convinced, whoever you may be: the free and unlimited workings of Tsukihi always work in this way.",kore kiite ikana mono demo tokushin se   Tsukihi juyo mina kono dori,これきいていかなものでもとくしんせ,月日ぢうよふみなこのどふり
1015,11,22,,,"Tsukihi enters this body and speaks freely and unrestrictedly, but perhaps you are not convinced of it.",tainai e Tsukihi irikomi juyo o   yute iredomo shochi arumai,たいないへ月日入こみぢうよふを,ゆうていれどもしよちあるまい
1016,11,23,,,"Henceforth, after giving you as much notice step by step as I am able, I shall begin.",konosaki wa seeippai ni dandan to   kotowarita ue kakaru koto nari,このさきハせゑいゝバいにたん／＼と,ことハりたゆへかゝる事なり
1017,11,24,,,"Though I say Tsukihi makes things manifest, it is only after giving every notice of it step by step.",Tsukihi yori araware deru to yuta tote   dandan nanimo kotowarita ue,月日よりあらハれでるとゆうたとて,たん／＼なにもことわりたゆへ
1018,11,25,,,"You are thinking that the suffering at this time is from illness, but the thought is wrong.",konotabi no nayamite iru o yamai ya to   omote iru no wa kore wa chigau de,このたびのなやみているをやまいやと,をもているのハこれハちがうで
