verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
636,7,10,1,,"Sem saber disso, todas as pessoas, cada qual está vivendo negligentemente.","Unaware of this, all of you everywhere are living your lives without heed.",sore shirazu mina ichiretsu wa meme ni   mina ukkari to kurashi iru nari,それしらすみな一れハめへ／＼に,みなうゝかりとくらしいるなり,それ知らず皆一列は銘々に   皆うっかりと暮らし居るなり,"Unaware of this, all of you are listlessly leading a thoughtless life."
637,7,11,1,,"Saibam que Tsukihi governa todas e quaisquer coisas deste mundo, igualmente.",Know that Tsukihi rules over everything in this world without exception.,kono sekai nanika yorozu o ichiretsu ni   Tsukihi shihai o suru to omoe yo,このせかいなにかよろすづを一れつに,月日しはいをするとをもゑよ,この世界何か万を一列に   月日支配をすると思えよ,"Be convinced of the truth that, I, Tsukihi, am ruling any and everything of this world without exception!"
638,7,12,,,O que pensam ser esta explanação? Fiquem observando o caminho de agora em diante.,What do you think this talk is about? Watch the path which lies ahead.,kono hanashi doyu koto ni omou kana   korekara saki no michi o mite iyo,このはなしどふゆう事にをもうかな,これからさきのみちをみていよ,この話どういう事に思うかな   これから先の道を見て居よ,What are you thinking of this talk? Wait and see the way which shall appear in the future!
639,7,13,,,A água alcançará quão altos sejam os montes. Nenhum perigo haverá mesmo no fundo dos vales.,"However high the mountains, floodwaters will reach them. Yet in the low valleys there will be no danger.",dono yona takai yama demo mizu ga tsuku   tanisoko ya tote abunage wa nai,どのよふな高い山でも水がつく,たにそこやとてあふなけわない,どの様な高い山でも水が浸く   谷底やとて危な気は無い,"However high the mountains may be, they can be flooded with water. But even at the bottoms of the valleys there shall be no danger."
640,7,14,,,"Desde que Tsukihi governa todas as coisas, não digam jamais serem grandes ou pequenas.","As it is Tsukihi who rules over all, never say that this is large or that is small.",nanimo kamo Tsukihi shihai o suru kara wa   oki chiisai yu de nai zo ya,なにもかも月日しはいをするからハ,をふきちいさいゆうでないぞや,何もかも月日支配をするからは   大き小さい言うで無いぞや,"It is I, Tsukihi, who rule any and everything. So never say that this is large or that is small!"
641,7,15,,,"Até agora, por desejar árvores usáveis a qualquer custo, tenho procurado em todos os locais.","Even until now, from My desire for useful timber, I have searched most everywhere.",koremade mo nandemo yogi hoshii kara   taitei tazune itaru naredomo,,たいていたづねいたるなれども,これ迄も何でも用木欲しいから   大抵尋ね居たるなれども,"Hitherto, because of My anxious desire to get timber, I have been seeking for it almost everywhere."
642,7,16,,,"Desta vez, as árvores razoavelmente boas são avistadas abundantemente no fundo dos vales.","This time, in the low valleys I see promising trees in abundance.",konotabi wa tanisoko nitewa choto shitaru   kii ga tappuri miete aru nari,このたびハたにそこにてハ一寸したる,木いがたあふりみゑてあるなり,この度は谷底にては一寸したる   木がたっぷり見えて有るなり,Now I can see many fairly good trees at the bottoms of the valleys.
643,7,17,,,"Se Tsukihi cuidar gradualmente destas árvores e formá-las, se tornarão pilares da nação.","When Tsukihi enters these trees and brings them to completion step by step, they will become pillars of nations.",kono kii mo dandan Tsukihi deirishite   tsukuri agetara kuni no hashira ya,このきいもたん／＼月日でいりして,つくりあけたらくにのはしらや,この木も段々月日手入りして   作り上げたら国の柱や,"If I, Tsukihi, train them by entering into them step by step, these trees shall become pillars of the region."
644,7,18,,,"Desde então, Tsukihi, verificando-as dia a dia, prepara somente as posteriores árvores usáveis.","Then, looking closely day by day, Tsukihi will prepare for more timber.",sorekara wa nichinichi Tsukihi misadamete   ato no yogi no moyo bakari o,それからハにち／＼月日みさだめて,,それからは日々月日見定めて   後の用木の模様ばかりを,"Since then, I, Tsukihi, will discern them, and arrange for succeeding timber day by day."
645,7,19,,,"Ainda, atrairei e cuidarei a partir das velhas árvores, gradualmente, e farei preparos posteriores.","Step by step, I shall nurture trees, starting with aged ones, and assemble them in preparation for the future.",soreyori mo hineta kii kara dandan to   teiri hikitsuke ato no moyo o,それよりもひねた木からたん／＼と,ていりひきつけあとのもよふを,それよりも陳ねた木から段々と   手入り引き付け後の模様を,"Then I will draw aged trees to Me one by one, putting My hand on them, anMd then prepare for successors."
646,7,20,,,"Dia a dia, a intenção de Tsukihi é profunda. Na mesma localidade, haverá duas e três árvores.","Day after day, as the intent of Tsukihi is deep, two or three trees will be found even at one place.",nichinichi ni Tsukihi omowaku fukaku aru   onaji tokoro ni ni hon san bon,にち／＼に月日をもわくふかくある,をなじところに二ほん三ぼん,日々に月日思惑深く有る   同じ所に二本三本,"As I, Tsukihi, am searching with deep intention day by day, I will find two or three trees at a given place."
647,7,21,1,,"Destas árvores, não digo pinheiro fêmea ou macho. A intenção de Tsukihi está em quaisquer árvores.","Of these trees, I do not say whether male pine or female pine. Tsukihi has an intention for any tree.",kono kii mo mematsu omatsu wa yuwan de na   ika naru kii mo Tsukihi omowaku,この木いもめまつをまつわゆハんでな,いかなる木いも月日をもわく,この木も雌松雄松は言わんでな   如何なる木も月日思惑,I make no discrimination between male-pine and female-pine. I adopt any tree which accords with the intention of Tsukihi.
648,7,22,,,"Se indagarem que explanação farei depois disto, direi somente sobre o preparo das árvores usáveis.",What I shall talk about in the time to come will be nothing but the preparations for My timber.,kono ato i nanino hanashi o suru naraba   yogi no moyo bakari yu nari,このあといなにのはなしをするならば,,この後へ何の話をするならば   用木の模様ばかり言うなり,What do you think I will tell you from now on? It is nothing but arrangements for assembling My useful timber.
649,7,23,,,"Mesmo as árvores usáveis, não são poucas, desejo cinqüenta, sessenta em número de pessoas.","Of these timbers, it is not to be just a few. I desire fifty or sixty in numbers of people.",yogi demo chotto no koto dewa nai karani   goju rokuju no ninkazu ga hoshi,,五十六十の人かずがほし,用木でも一寸の事では無いからに   五十六十の人数が欲しい,"Speaking of My timber, its number is not small. I desire as many as fifty or sixty."
650,7,24,,,Que o número destas pessoas não diminua jamais e continue sem interrupção para todo o sempre.,I desire this number never to decrease but to continue without break through all generations.,kono nin mo itsuitsu made mo heran yo   matsudai tsuzuki kireme naki yo,このにんもいつ／＼までもへらんよふ,まつだいつゝききれめなきよふ,この人も何時々々迄も減らんよう   末代続き切れ目無き様,"I desire that these members never decrease, but continue without interruption for all generations."
651,7,25,,,"Sobre tão sincera intenção de Tsukihi, com que espírito todos pensam?","So sincere are the thoughts of Tsukihi, but what are the thoughts in the minds of you all?",kora hodoni omou Tsukihi no shinjitsu o   mina no kokoro wa nani o omou ya,こらほどにをもう月日のしんちつを,みなの心わなにをふもうや,こら程に思う月日の真実を   皆の心は何を思うや,"What do you all think in your mind about this true sincerity of Tsukihi, who so earnestly desires this matter?"
652,7,26,1,,"Se faço explanações tão insistentes, é porque desejo unicamente a salvação de todos.","Whatever I say to you in My tedious appeals, it is solely from My single desire to save you.",dono yona kudoki hanashi o suru no mo na   tasuketai to no ichijo bakari de,どのよふなくどきはなしをするのもな,たすけたいとの一ぢよばかりで,どの様な口説き話をするのもな   救けたいとの一条ばかりで,"Though I repeat the same tedious persuasion, it is solely from My single-hearted desire to save you all."
653,7,27,1,,"Se todas as pessoas entenderem depressa e sinceramente do íntimo dos seus corações,","If only all of you understand Me quickly, truly from your innermost heart,",ichiretsu no mune no uchi yori shinjitsu ni   hayaku wakarita koto de aru nara,一れつのむねのうちよりしんぢつに,はやくわかりた事であるなら,一列の胸の内より真実に   早く分かりた事で有るなら,"If only all of you become open to reason and understand Me from your innermost hearts,"
654,7,28,1,,"Desde então, Tsukihi governará todas as coisas e fará todas as salvações.",Then Tsukihi will rule over everything and bring forth a myriad of saving graces.,sorekara wa Tsukihi yorozu no shihai suru   nanika yorozu no tasuke suru zo ya,それからハ月日よろづのしはいする,なにかよろづのたすけするぞや,それからは月日万の支配する   何か万の救けするぞや,"Then I, Tsukihi, will rule any and everything and will work whatever kind of universal salvation."
655,7,29,,,"Nesta salvação, por querer mostrar logo uma graça, o espírito de Tsukihi está somente a instar.","From the desire to show you these blessings of salvation quickly, the mind of Tsukihi solely hastens.",kono tasuke hayaku riyaku o misetasa ni   Tsukihi no kokoro seku bakari ya de,このたすけはやくりやくをみせたさに,月日の心せくばかりやで,この救け早く利益を見せたさに   月日の心急くばかりやで,The mind of Tsukihi single-heartedly hastens to show this divine grace of salvation.
656,7,30,,,"Em razão de ter esta instância em toda e qualquer coisa, apresso a limpeza do íntimo dos corações.","Because I hasten for all these matters, it is urgent that the innermost heart be quickly swept clean.",nanimo kamo kono sekikomi ga aru yue ni   mune no uchi yori soji isogu de,なにもかもこのせきこみがあるゆへに,むねのうちよりそふぢいそぐで,何もかもこの急き込みが有る故に   胸の内より掃除急ぐで,"Because of this hastening on any and everything, I, Tsukihi, urge you to sweep dust from your innermost heart."
657,7,31,,,Não pensem de onde se trata esta explanação. Tudo é explanação sobre a casa de cada um.,Do not wonder to whom I am directing this talk. This is all a matter for the homes of each and all.,kono hanashi doko no koto ya to omouna yo   mina meme no uchi no hanashi ya,このはなしどこの事やとをもうなよ,みなめへ／＼のうちのはなしや,この話何処の事やと思うなよ   皆銘々の内の話や,Never take this talk as other people's concern! This is the matter of each of your own families.
658,7,32,,,"Cada um deve demonstrar firmemente a sinceridade do íntimo do coração, e logo a verá.","Each of you, clearly express sincerity from your innermost heart. Then the blessings will be seen at once.",meme ni mune no uchi yori shikkari to   shinjitsu o dase suguni mieru de,めへ／＼にむねのうちよりしいかりと,しんちつをだせすぐにみへるで,銘々に胸の内より確りと   真実を出せ直ぐに見えるで,Exhibit clearly your true sincerity each from your innermost heart! Then everything shall appear at once.
659,7,33,,,"Por existir esta instância de Tsukihi, o seu espírito encontra-se muito atarefado.","Because Tsukihi is hastening this matter so much, how busily occupied is My mind.",Tsukihi yori kono sekikomi ga aru yue ni   nanika kokoro wa isogashii koto,月日よりこのせきこみがあるゆへに,なにか心わいそがしい事,月日よりこの急き込みが有る故に   何か心は忙しい事,"As I, Tsukihi, am hastening so much, My mind is very busy about everything."
660,7,34,,,"Se ao menos a onipotência for mostrada logo, o espírito de Tsukihi se animará.","If only I quickly show you the free and unlimited workings, the mind of Tsukihi will be spirited of itself.",kore saika hayaku juyo miseta nara   Tsukihi no kokoro hitori isamu ni,これさいかはやくぢうよふみせたなら,月日の心ひとりいさむに,これさいか早く自由見せたなら   月日の心独り勇むに,"If only this omnipotence is manifested quickly, the mind of Tsukihi would become cheered up by itself."
661,7,35,,,"Embora tenha dito até o presente que agora é o início deste mundo, não entendem o que seja.","Even until now, I have told you that now is the beginning of this world, yet no one knows what I mean.",imamade mo ima ga kono yo no hajimari to   yute aredomo nanno koto yara,いまゝでも今がこのよのはじまりと,ゆうてあれどもなんの事やら,今迄も今がこの世の初まりと   言うて有れども何の事やら,"Hitherto I have often taught you that now is the beginning of this world, but you do not understand what it means."
662,7,36,,,"Convençam-se com o atual trabalho onipotente. Até agora, não devem ter conhecido tal coisa.",Be convinced by the free and unlimited workings shown at this time. It is likely you have never known such a thing.,konotabi no juyojizai de tokushin se   imamade konna koto wa shiromai,このたびのぢうよぢざいでとくしんせ,いまゝでこんな事ハしろまい,この度の自由自在で得心せ   今迄こんな事は知ろまい,Be convinced of the truth through the omnipotence which is manifested at this time! It is likely you have never known such a wonder.
663,7,37,,,"Tsukihi, introduzindo-se no corpo, demonstrará toda a onipotência.",Tsukihi will enter your bodies and show you free and unlimited workings in all things.,Tsukihi yori tainai yori mo irikonde   juyojizai o mina shite miseru,月日よりたいないよりも入こんで,ぢうよぢざいをみなしてみせる,月日より胎内よりも入り込んで   自由自在を皆して見せる,"I, Tsukihi, will enter into your bodies and manifest My omnipotence on whatever kinds of things."
664,7,38,,,Agora é a primeira vez que digo a verdade sobre a minha plena onipotência.,This is the first time that I tell you of the truth of such free and unlimited workings.,kora hodono juyojizai no shinjitsu o   hanashi suru no wa ima hajime ya de,こらほどのぢうよぢざいのしんぢつを,はなしするのハいまはじめやで,こら程の自由自在の真実を   話するのは今初めやで,"This is indeed the first time that I, Tsukihi, tell you the truth of such omnipotence."
665,7,39,,,"Doravante, quando quer que seja, será segundo este princípio. Informarei logo a plena onipotência.","Hereafter, it shall be like this for all time. I shall teach you quickly about the free and unlimited workings.",konosaki wa itsu ni naritemo kono dori   juyojizai o hayaku shirasuru,このさきハいつになりてもこのどふり,ぢうよぢざいをはやくしらする,この先は何時になりてもこの道理   自由自在を早く知らする,Henceforth it shall be like this forever. I will inform you of My omnipotence beforehand.
666,7,40,,,"Embora até agora tenha passado por vários caminhos, eis o começo da prova da salvação do parto.","Though even until now I have passed through every kind of path, this is the beginning of the test for the salvation of safe childbirth.",imamade mo ika naru michi mo torita ga   obiya tasuke no tameshi hajime ya,いまゝてもいかなるみちもとふりたが,をびやたすけのためしはじめや,今迄も如何なる道も通りたが   帯屋救けの試し初めや,Hitherto I have passed through any and every kind of way. But this is the first test of the salvation of safe chidbirth.
667,7,41,,,"Desta vez, embora Tsukihi apresse em salvar logo através da verdade da salvação do parto,","This time, though Tsukihi is hastening to save you by the truth of the salvation of safe childbirth,",konotabi wa obiya tasuke no shinjitsu o   hayaku tasuke o Tsukihi sekedomo,このたびハをびやたすけのしんぢつを,はやくたすけを月日せけども,この度は帯屋救けの真実を   早く救けを月日急けども,"Although this time I, Tsukihi, am hastening to make you know the truth of the salvation of safe childbirth,"
668,7,42,,,"Todas as pessoas, por não saberem nada até agora, permanecem retraídas e desanimadas.","Since you have never known of such a thing, all of you remain hesitant, depressed.",ichiretsu wa imamade shiran koto ya kara   mina jikkuri to izumi iru nari,一れつハいまゝでしらん事やから,みなぢいくりといづみいるなり,一列は今迄知らん事やから   皆じっくりといずみ居るなり,All of you are very hesitant because you have never heard of such a thing before.
669,7,43,1,,"Se pedirem determinando realmente o espírito, realizarei prontamente a onipotência.","If you truly resolve your mind and pray to Me, I shall grant you My free and unlimited workings at once.",shinjitsu ni kokoro sadamete negau nara   juyojizai ni ima no ma nimo,しんぢつに心さだめてねがうなら,ちうよぢざいにいまのまあにも,真実に心定めて願うなら   自由自在に今の間にも,"If you pray with determined sincerity, I will manifest My omnipotence at once."
670,7,44,,,"Por ser isto um fato desconhecido por todos, não entendem o meu coração. É o pesar de Tsukihi.","No one knows of this matter. Therefore, no one understands My heart. Oh, the regret of Tsukihi...",kono koto wa tare demo shiranu koto ya kara   mune ga wakaran Tsukihi zannen,この事ハたれでもしらぬ事やから,むねがわからん月日さんねん,この事は誰でも知らぬ事やから   胸が分からん月日残念,"You are unable to understand My intention, because you have never heard of such a thing before. This is the cause of the regret of Tsukihi."
671,7,45,,,"Embora até o presente nada fosse visto, de agora em diante, logo será visto.","Though you have not been able to see anything until now, from now on you will see things quickly.",imamade wa nani yono koto mo mienedomo   korekara saki wa hayaku mieru de,いまゝてハなによの事もみへねども,これからさきハはやくみゑるで,今迄は何よの事も見えねども   これから先は早く見えるで,"Hitherto nothing has appeared yet, but henceforth all shall quickly appear."
672,7,46,,,"Se tiverem o espírito sincero, peçam logo qualquer coisa, que serão atendidos imediatamente.","If your mind is sincere, pray to Me quickly about any concerns. I shall respond at once.",shinjitsu no kokoro aru nara nani nari to   hayaku negae yo suguni kanau de,しんぢつの心あるならなになりと,はやくねがゑよすぐにかなうで,真実の心有るなら何なりと   早く願えよ直ぐに叶うで,"If only you have true sincerity in your mind, offer any kind of prayer to Me! Your prayers shall be all heard at once."
673,7,47,,,"Seja o que for, nunca negarei, porque apresso a dedicação única à salvação.","I shall not refuse any prayer, for I am hastening solely to save you.",dono yona koto wa ikan to yuwan de na   tasuke ichijo sete iru kara,とのよふな事ハいかんとゆハんてな,たすけ一ぢよせゑているから,どの様な事はいかんと言わんでな   救け一条急いて居るから,I will never say that a certain kind of prayer is not suitable. Because I am single-heartedly hastening to save you all.
674,7,48,,,"Embora o espírito de Tsukihi se apresse tanto, por que o espírito dos próximos se desanima?",Such is the hastening in the mind of Tsukihi. Why are the minds of you close to Me so depressed?,kora hodoni Tsukihi no kokoro sekikomedo   soba no kokoro wa nande izumudo,こらほどに月日の心せきこめど,そばの心わなんでいづむど,こら程に月日の心急き込めど   側の心は何でいずむど,"While the mind of Tsukihi hastens so much, why are the minds of you close to Me so hesitant?"
675,7,49,,,Apressem-se animando logo o espírito. Não sabem que Tsukihi espera ansiosamente?,Quickly become spirited of mind and hasten. Do you not know that Tsukihi waits impatiently?,hayabaya to kokoro isande sekikome yo   Tsukihi machikane kore o shiran ka,はや／＼と心いさんでせきこめよ,月日まちかねこれをしらんか,早々と心勇んで急き込めよ   月日待ち兼ねこれを知らんか,Make haste in high spirits! Do you not know the expectation of Tsukihi?
676,7,50,,,Tsukihi quer sinceramente mostrar logo a onipotência. Isto é o único desejo.,Tsukihi is truly in haste to show you free and unlimited workings. This is My single desire.,Tsukihi yori juyojizai o shinjitsu ni   hayaku misetai kore ga ichijo,月日よりぢうよぢざいをしんぢつに,はやくみせたいこれが一ぢよ,月日より自由自在を真実に   早く見せたいこれが一条,"I, Tsukihi, truly have a single-hearted desire to exhibit My omnipotence at once."
677,7,51,,,"Embora tão sincera seja a intenção de Tsukihi, o espírito dos próximos ainda é comum ao mundo.","So sincere are the thoughts of Tsukihi, but the minds of you close to Me are yet worldly common.",kora hodoni omou Tsukihi no shinjitsu o   soba no kokoro wa mada sekainami,こらほどにをもう月日のしんぢつを,そばの心わまたせかいなみ,こら程に思う月日の真実を   側の心は未だ世界並,"Although I, Tsukihi, care with so much true sincerity, the minds of you close to Me are yet as common as those of the world."
678,7,52,,,"O que quer que diga, não é o espírito de um ser humano, mas sim, o espírito de Tsukihi.","Whatever I say, it is not from a human mind but from the mind of Tsukihi.",dono yona koto o yu no mo ningen no   kokoro dewa nai Tsukihi kokoro ya,とのよふな事をゆうのもにんけんの,心でわない月日こゝろや,どの様な事を言うのも人間の   心では無い月日心や,"Whatever I may say, it is not from a human mind, but from the mind of Tsukihi."
679,7,53,,,"O que quer que tenha dito até agora, julgavam estar mesclado de cogitação humana.","Until now, whatever I said, you took My words as being mixed with the human mind.",imamade wa nani o yutemo ningen no   kokoro ga majiru yoni omote,いまゝでハなにをゆうてもにんけんの,こゝろがまぢるよふにをもふて,今迄は何を言うても人間の   心が混じる様に思うて,"Until now, whatever I may have said, you have taken My words as having mingled with human thoughts."
680,7,54,,,Ouçam bem! Reformem doravante o espírito e não pensem que haja cogitação humana.,"Listen! Replace your mind from now, and never think that I have a human mind.",shikato kike korekara kokoro irekaete   ningen gokoro aru to omouna,しかときけこれから心いれかへて,にんけん心あるとをもうな,確と聞けこれから心入れ替えて   人間心有ると思うな,"Listen attentively! From now on, replace your mind and never think that human thoughts are intermixed!"
681,7,55,,,"Por estarem julgando, até agora, ser um ser humano comum, nada podem entender.","Until now, because you thought I was human like you, you were unable to understand anything.",imamade wa onaji ningen naru yoni   omote iru kara nanimo wakaran,いまゝでハをなじにんけんなるよふに,をもているからなにもハからん,今迄は同じ人間なる様に   思うて居るから何も分からん,"Because you have taken Me as an equal human being, you could understand nothing."
682,7,56,,,"Doravante, tudo que diga ou realize, jamais julguem que seja um ser humano.","From now on, whatever I may say or do, do not take it in the least to be human.",korekara wa nani o yu nimo nasu koto mo   ningen naru to sarani omouna,これからハなにをゆうにもなす事も,にんげんなるとさらにをもうな,これからは何を言うにも為す事も   人間なると更に思うな,"Henceforth, whatever I may say or do, you must not take it in the least to be human."
683,7,57,,,"Até agora, por ainda não ter chegado o dia, mantive reservado em quaisquer coisas.","Until now, as the day has not yet come, I have been holding back on everything.",imamade wa higara mo chitto kitaran de   nani yo no koto mo shikae itaru de,いまゝてハひがらもちいときたらんで,なによの事もしかゑいたるで,今迄は日柄もちいと来たらんで   何よの事も控え居たるで,"Until now the day has been a little late in coming, so I have been holding back from anything."
684,7,58,,,"De agora em diante, o que quer que se diga, saibam que não haverá nada temeroso e perigoso.","Hereafter, whatever I may say, know that there will be nothing fearful or dangerous.",konosaki wa dono yona koto o yu nimo na   kowami abunaki nai to omoe yo,このさきハとのよな事をゆうにもな,こわみあふなきないとをもゑよ,この先はどの様な事を言うにもな   怖み危なき無いと思えよ,"Henceforth, whatever I may say, there shall be nothing to fear or dangerous. Understand it well!"
685,7,59,,,"Doravante, Tsukihi sairá e efetuará a devolução do que quer que seja.","From now on, Tsukihi will go out and give returns for whatever kinds of matters.",korekara wa Tsukihi debari o suru hodoni   donna koto demo kayashi shite yaru,これからハ月日でばりをするほどに,どんな事でもかやしゝてやる,これからは月日出張りをする程に   どんな事でも返ししてやる,"From now on I, Tsukihi, will indeed proceed and give returns for whatever kinds of things."
686,7,60,,,O pesar de Tsukihi até o presente está muito acumulado e empilhado.,The regret of Tsukihi until now has accumulated and is piled mountainously high.,Tsukihi yori koremade naru no zannen wa   yamayama tsumori kasanarite aru,月日よりこれまでなるのさんねんわ,山／＼つもりかさなりてある,月日よりこれ迄なるの残念は   山々積り重なりて有る,The regret of Tsukihi has accumulated and piled up ever so high until now.
687,7,61,,,"Quão acumulado esteja o meu pesar, não direi o que e como devem fazer.","No matter how high this regret is piled, I shall not tell you to do this or that.",ika hodoni zannen tsumori aru totemo   dose kose wa yu de nai zo ya,いかほどにざんねんつもりあるとても,どふせこふせわゆうでないそや,如何程に残念積り有るとても   どうせこうせは言うで無いぞや,"However much my regret may have piled up, I will not tell you to do this or that."
688,7,62,,,"De agora em diante, quão alto lugar seja, desejo mostrar logo esta verdade.","From now on, however high their position may be, to show them the truth quickly is My desire.",korekara wa dono yona takai tokoro demo   kono shinjitsu o hayaku misetai,これからハとのよな高いところでも,このしんぢつをはやくみせたい,これからはどの様な高い所でも   この真実を早く見せたい,"Henceforth I desire to exhibit this truth to those people, however high their position may be."
689,7,63,,,"Se o espírito dos superiores a entender claramente, a onipotência de Tsukihi logo se manifestará.","If only understanding comes to the minds in high places quickly, Tsukihi will show free and unlimited workings quickly.",kami taru no kokoro sumiyaka wakaritara   Tsukihi juyo hayaku suru no ni,上たるの心すみやかわかりたら,月日ぢうよふはやくするのに,上たるの心速やか分かりたら   月日自由早くするのに,If the upper people understand My sincerity swiftly I will manifest My omnipotence at once.
690,7,64,,,Se Tsukihi informar esta onipotência rapidamente a todas as pessoas do mundo inteiro...,Tsukihi desires to make these free and unlimited workings quickly known to the whole world.,Tsukihi yori kono juyo o sekaiju e   hayaku ichiretsu shirashitaru nara,月日よりこのぢうよふをせかへぢうゑ,はやく一れつしらしたるなら,月日よりこの自由を世界中へ   早く一列知らしたるなら,"I, Tsukihi, desire to make this omnipotence quickly known to all people of the whole world."
691,7,65,,1,Com que pensamento as pessoas de casa estão esperando a criança desta vez concebida?,What are the thoughts of those within about the baby now conceived?,konotabi no haramite iru o uchi naru wa   nanto omote machite iru yara,このたびのはらみているをうちなるわ,なんとをもふてまちているやら,この度の孕みて居るを内なるは   何と思うて待ちて居るやら,With what thought is My family expecting the baby now conceived?
692,7,66,,1,"Não pensem que isto seja comum ao homem. Em todas as coisas, há a profunda intenção de Tsukihi.",Never take this to be an ordinary matter. The intention of Tsukihi is profound.,kore bakari hitonami ya towa omouna yo   nandemo Tsukihi erai omowaku,こればかり人なみやとハをもうなよ,なんでも月日ゑらいをもわく,こればかり人並やとは思うなよ   何でも月日偉い思惑,"Just this, never take it to be an ordinary event! It is caused by the profound intention of Tsukihi."
693,7,67,,,"Quanto a esta origem, ocorreu há seis anos, quando fui buscá-la no dia quinze de março.","It began on the fifteenth day of the third month, six years ago, when I received her.",kono moto wa roku nen izen ni san gatsu no   ju go nichi yori mukai torita de,このもとハ六ねんいぜんに三月の,十五日よりむかいとりたで,この元は六年以前に三月の   十五日より迎え取りたで,I received the life of this one in its previous life on the fifteenth day of the third month six years ago.
694,7,68,,,"Desde então, até agora, Tsukihi veio abrigando-a firmemente e quer mostrá-la logo.","Tsukihi has held her tightly in an embrace until now, and to show her quickly is My desire.",sorekara wa imamade Tsukihi shikkari to   dakishimete ita hayaku misetai,それからハいまゝて月日しいかりと,だきしめていたはやくみせたい,それからは今迄月日確りと   抱き締めて居た早く見せたい,"Since then I, Tsukihi, have been embracing her soul tightly. So, I wish to show her as quickly as possible."
695,7,69,,,"Sem saber disso, as pessoas de casa pensam que tudo é coisa do nível comum.","Unaware of this, those of you within are thinking of everything as being worldly common.",sore shirazu uchi naru mono wa nanimo kamo   sekainami naru yoni omote,それしらすうちなるものハなにもかも,せかいなみなるよふにをもふて,それ知らず内なる者は何もかも   世界並なる様に思うて,"Unaware of this, My family is taking it all to be a common wordly affair."
696,7,70,,,"O que pensam ser esta explanação? É a mais importante, o início deste mundo.",What do you think this talk is about? It is the prime matter in the beginning of this world.,kono hanashi doyu koto ni omou kana   kore ga daiichi kono yo hajimari,このはなしどふゆう事にをもうかな,これが大一このよはじまり,この話どういう事に思うかな   これが第一この世初まり,What do you think of this talk? This is indeed the first beginning of this world.
697,7,71,,,"Deixarei explicado gradualmente todas as coisas, tudo sobre as condições do caminho futuro.","Hereafter, I shall tell you everything about the conditions in the future path step by step.",matasaki no michi no yodai dandan to   yorozu no koto o mina toite oku,またさきのみちのよふだいたん／＼と,よろづの事をみなといてをく,また先の道の様態段々と   万の事を皆説いて置く,I will foretell you step by step about everything which shall happen in this way.
698,7,72,,1,"Seu nome será Tamae. Se querem vê-la depressa, aprendam bem o mover das mãos que Tsukihi ensina.","Her name is Tamae. If you wish to see her quickly, thoroughly learn the hand movements which Tsukihi teaches.",na wa Tamae hayaku mitai to omou nara   Tsukihi oshieru tee o shikkari,なわたまへはやくみたいとをもうなら,月日をしへるてゑをしいかり,名はたまへ早く見たいと思うなら   月日教える手を確り,"I name it Tamae. If you wish to see her in haste, you should learn correctly the hand-gestures which I, Tsukihi, will teach you."
699,7,73,,,"Se consideram esta explanação verdadeira, comecem logo pacificando o espírito.","If you believe this talk to be true, settle your mind and begin quickly.",kono hanashi shinjitsu omou koto naraba   kokoro osamete hayaku kakare yo,このはなししんぢつをもう事ならば,こゝろさめてはやくかゝれよ,この話真実思う事ならば   心治めて早く掛かれよ,"If you think My words true, settle your mind and start quickly to prepare for the Service!"
700,7,74,,,"O que quer que tenha dito até agora, não havia compreensão no coração de todos e nem o dia havia chegado.","Until now, whatever I said, there was no understanding in anyone's heart, and the day, also, had not yet come.",imamade wa nani o yutemo ichiretsu no   mune mo wakaran hi mo kitaraide,いまゝでハなにをゆうても一れつの,むねもハからんひもきたらいて,今迄は何を言うても一列の   胸も分からん日も来たらいで,"Until now, whatever I may have said, the hearts of all of you have not yet opened to reason, and the day also has not yet come."
701,7,75,,,"Quando houver gradualmente a compreensão no coração, o dia virá. É grande a instância do espírito de Tsukihi.","Step by step, as understanding comes to the heart, the day, also, will come. Great is the haste in the mind of Tsukihi.",dandan to mune ga wakareba hi mo kitaru   Tsukihi no kokoro erai sekikomi,たん／＼とむねがわかればひもきたる,月日の心ゑらいせきこみ,段々と胸が分かれば日も来たる   月日の心えらい急き込み,Step by step your hearts shall become open to reason and the day also shall come. The mind of Tsukihi is impatiently hastening.
702,7,76,,,"Se ao menos isto for visto logo, seja quem for, não haverá quem possa resistir.","If only this is quickly realized, there will be no one who will stand against Me.",kore saika hayaku mietaru koto naraba   donna mono demo kanau mono nashi,これさいかはやくみへたる事ならば,どんなものでもかなうものなし,これさいか早く見えたる事ならば   どんな者でも敵う者無し,"If only this is quickly realized, no one shall be able to match you."
703,7,77,,,"Se Tsukihi mostrar isto claramente, quaisquer que sejam os trabalhos posteriores, serão feitos.","When Tsukihi has shown this matter to you clearly, all the workings afterward will be accomplished.",Tsukihi yori kore o shikkari miseta nara   ato no shigoto wa donna koto demo,月日よりこれをしいかりみせたなら,あとのしごとハどんな事でも,月日よりこれを確り見せたなら   後の仕事はどんな事でも,"If only I, Tsukihi, have exhibited this matter clearly, every work shall be accomplished, whatever it may be."
